epoch,F1_score,accuracy,loss,val_F1_score,val_accuracy,val_loss
0,1.0924272537231445,0.8897637724876404,7.258389949798584,0.9892987608909607,0.7736842036247253,8.014145851135254
1,1.0480284690856934,0.9514435529708862,6.612099647521973,1.036130428314209,0.7894737124443054,7.102413654327393
0,0.9826052784919739,0.9763779640197754,5.92240047454834,0.9668579697608948,0.8157894611358643,6.336355209350586
1,0.9772098064422607,0.9724409580230713,5.499467372894287,1.0059605836868286,0.800000011920929,5.874579906463623
2,0.9515735507011414,0.9803149700164795,5.07206916809082,0.9692767262458801,0.8105263113975525,5.468587398529053
3,0.9433873295783997,0.9881889820098877,4.691117763519287,0.9813904762268066,0.8263157606124878,5.08859920501709
4,0.9406125545501709,0.9934383034706116,4.341902732849121,0.9567222595214844,0.821052610874176,4.705802917480469
5,0.9430630207061768,0.9973753094673157,4.01834774017334,0.9678769111633301,0.8368421196937561,4.412838935852051
6,0.932000458240509,0.9986876845359802,3.718658685684204,0.9635476469993591,0.8315789699554443,4.115345478057861
7,0.9463273882865906,0.990813672542572,3.463590145111084,1.020783543586731,0.8263157606124878,3.831521987915039
8,0.945075511932373,0.9947506785392761,3.2079083919525146,1.0408772230148315,0.8368421196937561,3.5989248752593994
9,0.9398323893547058,0.9947506785392761,2.974154472351074,1.038305401802063,0.821052610874176,3.471839427947998
10,0.9327270984649658,0.9881889820098877,2.770496368408203,1.0269312858581543,0.8526315689086914,3.1624090671539307
11,0.9215354919433594,0.9986876845359802,2.552211284637451,1.022100567817688,0.8578947186470032,2.9688000679016113
12,0.9156927466392517,0.9960629940032959,2.3644235134124756,1.0040456056594849,0.8473684191703796,2.7568857669830322
13,0.9173921942710876,0.9947506785392761,2.200871229171753,1.038925051689148,0.8578947186470032,2.60424542427063
14,0.9265702366828918,0.9986876845359802,2.0387678146362305,1.025990605354309,0.8684210777282715,2.409583568572998
15,0.9148783087730408,0.9973753094673157,1.8910667896270752,1.0589964389801025,0.8473684191703796,2.2970476150512695
16,0.918387234210968,0.9973753094673157,1.7571630477905273,1.0353702306747437,0.8421052694320679,2.177971601486206
17,0.9401445984840393,0.9960629940032959,1.6441715955734253,1.0126034021377563,0.8526315689086914,2.0244059562683105
18,0.9125127196311951,0.9947506785392761,1.5200568437576294,1.02727472782135,0.8526315689086914,1.901349663734436
19,0.9182512760162354,0.9960629940032959,1.4018272161483765,1.0276950597763062,0.8473684191703796,1.8055882453918457
20,0.9232581257820129,0.9973753094673157,1.3084369897842407,1.0010002851486206,0.8526315689086914,1.7312709093093872
21,0.9141462445259094,0.9986876845359802,1.2126611471176147,0.9956339001655579,0.8473684191703796,1.633846402168274
22,0.9084691405296326,0.9960629940032959,1.1273406744003296,0.9973311424255371,0.8526315689086914,1.5477147102355957
23,0.9120458960533142,0.9986876845359802,1.0490542650222778,1.0081831216812134,0.8473684191703796,1.4770578145980835
24,0.9209086298942566,0.9973753094673157,0.983521044254303,1.0183393955230713,0.878947377204895,1.4116566181182861
25,0.9081015586853027,1.0,0.9075894355773926,1.012692928314209,0.8684210777282715,1.3251707553863525
26,0.9104495644569397,0.9973753094673157,0.8430840373039246,0.9898731708526611,0.8631578683853149,1.2493730783462524
27,0.9012482166290283,0.9973753094673157,0.7864475250244141,0.994140625,0.8631578683853149,1.2069259881973267
28,0.9142946600914001,0.9986876845359802,0.7260017395019531,0.9738085865974426,0.8631578683853149,1.1634488105773926
29,0.9102911353111267,0.9986876845359802,0.6823755502700806,1.0106405019760132,0.8578947186470032,1.111602544784546
30,0.901724636554718,0.9986876845359802,0.6400651931762695,1.0012017488479614,0.8631578683853149,1.0886768102645874
31,0.9107374548912048,0.9986876845359802,0.5922183394432068,0.9953500628471375,0.8684210777282715,1.0289474725723267
32,0.9063848853111267,1.0,0.5530568361282349,0.9868605136871338,0.8684210777282715,0.9817982912063599
33,0.9069333672523499,0.9986876845359802,0.5223892331123352,0.9648439884185791,0.8631578683853149,0.9470744729042053
34,0.9116591811180115,0.9960629940032959,0.4965752959251404,0.9643325805664062,0.8473684191703796,0.9306439757347107
35,0.9050955772399902,0.9960629940032959,0.4637210965156555,0.9597823619842529,0.8526315689086914,0.9138072729110718
36,0.9107705950737,0.9973753094673157,0.43504154682159424,0.9904972910881042,0.8421052694320679,0.8825362920761108
37,0.9105281233787537,0.9960629940032959,0.40877726674079895,1.034157395362854,0.8473684191703796,0.8734965324401855
38,0.903245210647583,0.9973753094673157,0.39924296736717224,1.0090818405151367,0.8421052694320679,0.8261755704879761
39,0.9045202136039734,0.9986876845359802,0.3744134306907654,0.9875197410583496,0.8526315689086914,0.7965532541275024
40,0.9062941670417786,0.9986876845359802,0.3464862108230591,0.9532101154327393,0.8526315689086914,0.7759245038032532
41,0.9079115390777588,0.9960629940032959,0.33938851952552795,0.9463273882865906,0.8578947186470032,0.7650343179702759
42,0.9042181372642517,0.9973753094673157,0.3200891613960266,0.9620059132575989,0.8526315689086914,0.7761785984039307
43,0.9094478487968445,0.9973753094673157,0.3103555738925934,0.9841849207878113,0.8684210777282715,0.7629017233848572
44,0.904661238193512,0.9986876845359802,0.2940188944339752,0.9613178372383118,0.8631578683853149,0.7332803606987
45,0.9075939655303955,0.9973753094673157,0.2807791531085968,0.9274893403053284,0.8526315689086914,0.7345888614654541
46,0.9112730026245117,0.9960629940032959,0.27260661125183105,0.9995107650756836,0.8421052694320679,0.7411429286003113
47,0.9025996327400208,0.9973753094673157,0.2605608403682709,0.9757062792778015,0.8473684191703796,0.739019513130188
